Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,District_Mapped,distance_to_beach,distance_to_center,distance_to_airport
12.0,69.0,Không,1,0,4.0,18.0,1,16.0679602,108.2175171, Hùng Vương,Hải Châu II,hải châu,4,3.2312515821180057,1.112513799414772,1.9845936689204056
17.0,170.0,Không,1,0,5.0,34.0,5,16.0245072,108.2091787, Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,2,6.068675813813078,3.89953512871535,3.686178641284242
8.9,9.0,Không,1,0,4.5,20.0,1,16.0353736,108.2143518, Huỳnh Tấn Phát,Hòa Cường Bắc,hải châu,4,4.82571608044144,2.703751123259102,2.721549913201162
7.45,70.0,Không,1,0,5.0,14.0,3,16.0449981,108.2167919, Nguyễn Sơn Hà,Hòa Cường Bắc,hải châu,4,3.959417285308429,1.7141235280933038,2.0281595984873984
17.0,77.0,Không,1,0,15.0,18.0,1,16.0356237,108.2104035, Lý Nhân Tông,Khuê Trung,cẩm lệ,2,5.127151981943601,2.6637741776705415,2.528947566180554
14.5,10.0,Không,1,0,6.0,17.0,6,16.0364519,108.246453, Khuê Mỹ Đông 15,Khuê Mỹ,ngũ hành sơn,1,3.149140248448588,4.52497282112385,5.218808711059363
39.0,180.0,Không,1,0,9.0,20.0,10,16.0555583,108.2458319, An Thượng 26,Mỹ An,ngũ hành sơn,1,1.0488698820230016,3.686606765375783,4.622649331913182
10.0,105.0,Không,1,0,5.0,25.0,3,16.0421634,108.2109722, Đuờng Vũ Hữu,Hòa Cường Bắc,hải châu,4,4.6522483162452275,1.9381241680788885,1.888182653617646
10.0,105.0,Không,1,1,5.0,21.0,3,16.0421634,108.2109722, Đuờng Vũ Hữu,Hòa Cường Bắc,hải châu,4,4.6522483162452275,1.9381241680788885,1.888182653617646
9.0,70.0,Không,1,0,5.0,14.0,3,16.0253941,108.2219221, Lê Thanh Nghị,Hòa Cường Nam,hải châu,4,5.15968931167554,3.948814826453508,4.080164080824873
30.0,125.0,Không,1,0,5.0,25.0,6,16.0728578,108.2314403, Phạm Văn Đồng,An Hải Bắc,sơn trà,3,1.9359803862619358,2.5727102848008987,3.5320218321241277
6.0,75.0,Không,1,0,5.0,15.0,2,16.0753885,108.2405825, Trần Thanh Mại,An Hải Bắc,sơn trà,3,1.3802865231515462,3.5519285489079855,4.528059934009785
18.0,90.0,Không,1,0,5.0,18.0,2,16.0484004,108.2475511, An Thượng 2,Mỹ An,ngũ hành sơn,1,1.8247465342723463,4.039669643640456,4.901147063214384
22.0,144.0,Không,1,0,9.0,16.0,2,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,1,2.50293418993956,3.829086990259891,4.588877644417808
20.5,8.0,Không,1,0,12.0,18.0,2,16.0456361,108.2469406, Mỹ Đa Đông 12,Mỹ An,ngũ hành sơn,1,2.1316348375627765,4.083821479355205,4.9080305941606985
15.0,10.0,Không,1,0,5.0,20.5,2,16.0483631,108.2476662, Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,1,1.8289173674794292,4.0526589639019885,4.914039350201195
79.0,169.0,Không,1,0,6.7,24.0,2,16.0693686,108.2250334, Bạch Đằng,Hải Châu I,hải châu,4,2.459543293465843,1.7905561800065912,2.745247382688979
9.5,50.0,Không,1,0,4.5,11.0,5,16.0524115,108.2090289, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4,4.346895782169306,0.8500454561579067,0.8639978075900642
17.0,97.0,Không,1,0,4.0,24.0,3,16.0655695,108.2235849, Trần Phú,Phước Ninh,hải châu,4,2.56521165124785,1.4352441558965667,2.4217233289158098
15.0,86.85547250981791,Không,1,0,10.0,20.0,3,16.0278331,108.2456894, Trần Hoành,Khuê Mỹ,ngũ hành sơn,1,4.10552862853,5.067891080145078,5.6365461279783355
9.0,14.0,Không,1,0,5.93,23.0,1,16.0572491,108.2429078, Nguyễn Duy Hiệu,An Hải Đông,sơn trà,3,0.9805890016436823,3.356247217313551,4.306093963796193
7.5,90.0,Không,1,0,5.0,18.0,3,16.042319,108.2140318, Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,4,4.37052667335598,1.936544704351804,2.0487564401690914
25.0,313.0,Không,1,0,9.6,23.0,2,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,1,2.50293418993956,3.829086990259891,4.588877644417808
19.5,137.0,Không,1,0,7.0,23.0,3,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4,4.066315876444203,2.5832374518382917,2.8948143390259196
35.0,126.0,Không,1,0,7.0,18.0,7,16.0715117,108.239114, Morrison,An Hải Bắc,sơn trà,3,1.162491166030919,3.21856339831676,4.208574901738493
5.9,100.0,Không,1,0,5.0,20.0,3,16.0726972,108.1559694, Phú Thạnh 4,Hòa Minh,liên chiểu,6,9.836776839911536,6.12894362712628,5.281943083525337
28.0,151.0,Không,1,0,6.5,24.0,8,16.0493796,108.2207225, Núi Thành,Hòa Thuận Đông,hải châu,4,3.3445135163991093,1.4966070293743554,2.117951390785364
55.0,150.0,Không,1,1,7.0,24.0,2,16.0602491,108.2136695, Nguyễn Văn Linh,Nam Dương,hải châu,4,3.6613011326956393,0.2263800987938418,1.2243334529593215
20.0,90.0,Không,1,0,5.0,18.0,4,16.0490211,108.2463704, An Thượng 4,Mỹ An,ngũ hành sơn,1,1.7605803365038641,3.89838179998538,4.7638395162557075
6.25,74.0,Không,1,0,4.5,15.0,2,16.0336171,108.2117836, Bàu Tràm 1,Khuê Trung,cẩm lệ,2,5.159766855482675,2.8825654250220594,2.7879148199885933
8.0,9.0,Không,1,0,5.38,17.29,1,16.0816887,108.2129154, Thanh Hải,Thanh Bình,hải châu,4,4.145718839095633,2.4408510205548475,2.9216352990440764
7.3,108.0,Không,1,0,4.5,15.25,4,16.0817169,108.2140167, Thanh Long,Thanh Bình,hải châu,4,4.0421764395950905,2.4533603413311824,2.9707265074799136
7.5,96.0,Không,1,0,5.0,19.3,3,16.0340279,108.2086379, Phạm Phú Tiết,Khuê Trung,cẩm lệ,2,5.3852071799055325,2.855217323985112,2.6445224011386603
7.3,9.0,Không,1,0,7.8,12.0,4,16.0843185,108.2200094, Mai Lão Bạng,Thuận Phước,hải châu,4,3.647511546857605,2.8712146978225,3.526720668868393
5.7,70.0,Không,1,0,5.0,14.0,3,16.0327697,108.2155964, Huy Cận,Hòa Cường Nam,hải châu,4,4.931994610337267,3.0062339205199984,3.038708960872851
13.0,74.0,Không,1,1,8.602325267042627,8.602325267042627,5,16.0515372,108.2430561, An Thượng 29,Mỹ An,ngũ hành sơn,1,1.5538599558396737,3.4797608908474156,4.367490997046025
9.4,54.0,Không,1,0,4.2,12.7,4,16.0796069,108.2199666, Nguyễn Chí Thanh,Thạch Thang,hải châu,4,3.370685433348425,2.379669687795836,3.0928069863666847
4.4,75.0,Không,1,0,5.0,15.0,3,16.0271261,108.2227875, Đào Trí,Hòa Cường Nam,hải châu,4,4.948169450041347,3.793211843926909,3.9654509927630164
14.0,86.85547250981791,Không,1,0,10.0,20.0,3,16.0297992,108.2407759, Lê Hữu Khánh,Khuê Mỹ,ngũ hành sơn,1,3.950192229226448,4.543451907274674,5.083083076951749
8.0,75.0,Không,1,0,5.0,15.0,5,16.0649797,108.198504, Bế Văn Đàn,Chính Gián,thanh khê,7,5.247773043648762,1.5237805374226177,0.9675237196321949
8.0,9.0,Không,1,0,5.38,17.29,2,16.0816887,108.2129154, Thanh Hải,Thanh Bình,hải châu,4,4.145718839095633,2.4408510205548475,2.9216352990440764
7.0,90.0,Không,1,0,5.0,18.0,1,16.0343498,108.2158375, Trần Đức Thảo,Hòa Cường Nam,hải châu,4,4.789185027057959,2.8371977984309087,2.8966014413504264
9.5,58.0,Không,1,0,4.0,15.0,4,16.0581242,108.2096926, Phạm Văn Nghị,Thạc Gián,thanh khê,7,4.119270591716148,0.2694382393663154,0.7586021554367057
9.5,60.0,Không,1,1,7.745966692414834,7.745966692414834,4,16.0581242,108.2096926, Phạm Văn Nghị,Thạc Gián,thanh khê,7,4.119270591716148,0.2694382393663154,0.7586021554367057
15.0,58.0,Không,1,1,4.7,12.5,4,16.0673648,108.2238819, Phạm Phú Thứ,Hải Châu I,hải châu,4,2.547082964386834,1.5624312192335041,2.532721540916184
28.0,99.0,Không,1,1,9.9498743710662,9.9498743710662,7,16.0785524,108.2159741, Đống Đa,Thuận Phước,hải châu,4,3.701212010223355,2.140773490999176,2.757123206999029
5.5,58.0,Không,1,1,4.0,15.0,3,16.0887725,108.2170944, Đinh Công Tráng,Thuận Phước,hải châu,4,4.195426592279652,3.273344487679751,3.8179296253738157
6.8,90.0,Không,1,0,5.0,18.0,1,16.0343498,108.2158375, Trần Đức Thảo,Hòa Cường Nam,hải châu,4,4.789185027057959,2.8371977984309087,2.8966014413504264
10.5,81.0,Không,1,1,9.0,9.0,3,16.0600634,108.2135488, Nguyễn Hoàng,Bình Hiên,hải châu,4,3.677019358396333,0.20875683873552733,1.206391277618806
4.7,74.0,Không,1,1,4.5,16.5,3,16.033764,108.2131623, Chu Mạnh Trinh,Khuê Trung,cẩm lệ,2,5.04018331209715,2.8708848259674213,2.8279857644585062
16.0,10.0,Không,1,0,6.0,17.0,5,16.0372528,108.2443479, Khuê Đông,Khuê Mỹ,ngũ hành sơn,1,3.0774488043116586,4.2895598545045415,4.977562375278097
27.0,19.0,Không,1,1,7.7,23.0,1,16.0796069,108.2199666, Nguyễn Chí Thanh,Thạch Thang,hải châu,4,3.370685433348425,2.379669687795836,3.0928069863666847
16.0,93.0,Không,1,1,9.643650760992955,9.643650760992955,4,16.0656447,108.2017156, Điện Biên Phủ,Chính Gián,thanh khê,7,4.904825881595817,1.25131956440354,0.9380805306906459
7.7,90.0,Không,1,1,9.486832980505138,9.486832980505138,3,16.0756001,108.241529, An Cư 5,Phước Mỹ,sơn trà,3,1.3488632814111035,3.6518056096369205,4.629259334688505
11.5,170.0,Không,1,1,13.038404810405298,13.038404810405298,1,16.0567276,108.244559, Thạch Lam,Phước Mỹ,sơn trà,3,0.9582388152364847,3.53723882121221,4.48311080962013
18.0,9.0,Không,1,0,4.6,20.0,4,16.0756155,108.2177987, Nguyễn Thị Minh Khai,Thạch Thang,hải châu,4,3.3972169537976726,1.8839272329724108,2.601334464287596
7.2,51.0,Không,1,1,11.6,4.6,2,16.0596622,108.2121322, Đỗ Quang,Vĩnh Trung,thanh khê,7,3.833504767302232,0.052489009471549136,1.0484830818026558
10.8,90.0,Không,1,0,5.0,19.0,5,16.0585706,108.2054324, Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,4,4.5604363210459615,0.6753726808198405,0.3317920992642868
7.9,105.0,Không,1,1,7.0,15.0,3,16.0846923,108.2154509, Mai Am,Thanh Bình,hải châu,4,4.0738243796746225,2.7992505407396404,3.3339469470636365
25.0,108.0,Không,1,1,5.0,22.0,7,16.0690377,108.2154839, Chi Lăng,Hải Châu II,hải châu,4,3.4614463587162567,1.115605185666422,1.8953071270614588
6.2,100.0,Không,1,1,5.0,20.0,3,16.0743266,108.1653113, Nguyễn Xí,Hòa Minh,liên chiểu,6,8.860913342298423,5.216008071174232,4.422608607068493
18.0,10.0,Không,1,0,10.0,21.0,3,16.0385745,108.2095787, Thân Cảnh Phúc,Hòa Cường Bắc,hải châu,4,4.998846779112979,2.344360963098496,2.191639633874809
16.0,125.0,Không,1,0,5.0,25.0,3,16.0829842,108.222509, 3/2,Thuận Phước,hải châu,4,3.3446610485269597,2.830282420146071,3.5550154060462016
5.4,70.0,Không,1,0,4.5,16.0,3,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,7,5.816508032438447,2.148548751079927,1.5167105211395546
16.3,100.0,Không,1,1,10.0,10.0,3,16.0376383,108.2228608, Phan Đăng Lưu,Hòa Cường Bắc,hải châu,4,4.009143855461245,2.7171522161216495,3.060147884876638
14.5,115.0,Không,1,0,4.0,22.0,3,16.0265835,108.2216438, Núi Thành,Hòa Cường Nam,hải châu,4,5.064918314100853,3.814118698517583,3.9517323642424387
30.0,50.0,Không,1,0,10.0,25.0,4,16.0769651,108.2077401, Nguyễn Tất Thành,Tam Thuận,thanh khê,7,4.4640479014140535,1.9593214614625285,2.25171715293669
8.2,100.0,Không,1,0,5.0,20.0,3,16.0240983,108.2133727, Trần Thủ Độ,Khuê Trung,cẩm lệ,2,5.809576430911255,3.9402229096213905,3.8398712721790655
8.5,90.0,Không,1,0,4.5,20.0,4,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4,4.274552178367,2.1335238989701337,2.316772417097155
6.5,50.0,Không,1,0,4.25,11.5,2,16.0752395,108.2178613, Lê Lai,Thạch Thang,hải châu,4,3.376606440437154,1.8474060443670521,2.5731289915678763
13.3,130.0,Không,1,0,5.0,26.0,3,16.0370813,108.2089625, Phan Đăng Lưu,Khuê Trung,cẩm lệ,2,5.149603894154175,2.5155707381203776,2.32790560798626
21.5,100.0,Không,1,0,6.5,15.5,2,16.0604012,108.2170183, Hoàng Diệu,Nam Dương,hải châu,4,3.304327533355402,0.5810390622936686,1.5756969397271998
7.0,67.0,Không,1,0,5.0,13.5,3,16.0482538,108.2223433, Tống Phước Phổ,Hòa Cường Bắc,hải châu,4,3.265485097425974,1.7047286767759406,2.3275900263067455
6.2,90.0,Không,1,0,5.0,18.0,2,16.0585706,108.2054324, Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,4,4.5604363210459615,0.6753726808198405,0.3317920992642868
14.5,107.0,Không,1,0,4.6,24.0,3,16.0606335,108.2093442, Phan Thanh,Thạc Gián,thanh khê,7,4.114958404858942,0.26814643826184276,0.8084728356482012
8.4,109.0,Không,1,0,5.0,20.0,3,16.0404694,108.2209616, Hàn Thuyên,Hòa Cường Bắc,hải châu,4,3.923874706317377,2.3467167350895424,2.6959151556381533
9.8,100.0,Không,1,0,5.0,20.0,3,16.070034,108.1881192, Kỳ Đồng,Xuân Hà,thanh khê,7,6.384280074128596,2.76607576088617,2.1057168217212467
18.0,75.0,Không,1,0,5.0,15.0,3,16.0679058,108.2104343, Hoàng Hoa Thám,Vĩnh Trung,thanh khê,7,3.985191935149926,0.9209414423796412,1.4456743838233252
17.5,13.0,Không,1,0,5.68,23.0,1,16.0490814,108.2194306, Duy Tân,Hòa Thuận Đông,hải châu,4,3.480357239690016,1.4375325654049007,2.0072219405627982
13.0,100.0,Không,1,0,5.0,20.0,3,16.0419706,108.2135436, Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,4,4.435431449662891,1.9686828834751715,2.0497955889201442
26.5,190.0,Không,1,0,8.5,22.7,5,16.0756243,108.2319079, Ngô Quyền,An Hải Bắc,sơn trà,3,2.0522137939375127,2.796568797472516,3.733505998421484
16.0,84.0,Không,1,0,4.15,21.54,6,16.0656447,108.2017156, Điện Biên Phủ,Chính Gián,thanh khê,7,4.904825881595817,1.25131956440354,0.9380805306906459
20.0,155.0,Không,1,0,5.2,24.8,3,16.0790801,108.2236839, Nguyễn Du,Thạch Thang,hải châu,4,2.9976141627984205,2.5051389226060166,3.3031497560011363
13.2,67.0,Không,1,0,4.5,15.5,6,16.0475884,108.2453787, An Thượng 6,Mỹ An,ngũ hành sơn,1,1.9286299228176473,3.8495031483130338,4.693159108174635
10.0,100.0,Không,1,0,5.0,20.0,5,16.0659224,108.1886334, Nguyễn Đức Trung,Hòa Khê,thanh khê,7,6.304935344898065,2.557407599641696,1.7838902779552854
12.0,130.0,Không,1,0,10.0,13.0,2,16.0744881,108.240229, Dương Trí Trạch,An Hải Bắc,sơn trà,3,1.3196323962359588,3.470825739146003,4.450521527536584
13.3,130.0,Không,1,0,5.0,26.0,3,16.0376383,108.2228608, Phan Đăng Lưu,Hòa Cường Bắc,hải châu,4,4.009143855461245,2.7171522161216495,3.060147884876638
12.0,100.0,Không,1,0,5.0,20.0,5,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4,4.274552178367,2.1335238989701337,2.316772417097155
10.3,120.0,Không,1,0,7.0,17.5,3,16.0366455,108.2211218, Tiên Sơn 8,Hòa Cường Nam,hải châu,4,4.214947052772332,2.7419693794412834,3.013796631241829
5.6,81.0,Không,1,0,4.5,18.0,3,16.0632203,108.1914377, Thân Nhân Trung,Hòa Khê,thanh khê,7,6.00672540640615,2.197349833853718,1.3728070388510571
8.0,108.0,Không,1,0,4.5,24.0,3,16.0404694,108.2209616, Hàn Thuyên,Hòa Cường Bắc,hải châu,4,3.923874706317377,2.3467167350895424,2.6959151556381533
8.5,56.0,Không,1,0,4.0,16.0,5,16.067252,108.2404802, Phạm Tu,An Hải Bắc,sơn trà,3,0.8002017076055575,3.1978921444979025,4.19583187152183
4.2,80.0,Không,1,0,5.0,16.0,1,16.034151,108.2081832, Nguyễn Dữ,Khuê Trung,cẩm lệ,2,5.41434598641509,2.8475963822028323,2.6199128961444087
8.3,100.0,Không,1,0,5.0,20.0,3,16.0754257,108.2323914, Đỗ Huy Uyển,An Hải Bắc,sơn trà,3,1.9973437453082103,2.8232435883243028,3.765162631201889
5.6,59.0,Không,1,0,6.0,9.5,4,16.077247,108.2196748, Lý Tự Trọng,Thạch Thang,hải châu,4,3.280930062097949,2.126937362188647,2.8679327567243256
4.95,70.0,Không,1,0,5.0,14.0,4,16.0382452,108.2190396, Phan Huy Ôn,Hòa Cường Bắc,hải châu,4,4.242672513571202,2.499082677926075,2.7345637633959656
16.5,120.0,Không,1,0,5.8,21.0,4,16.0589472,108.1853248, Hà Huy Tập,An Khê,thanh khê,7,6.690435611944938,2.817100568633591,1.865350542587688
8.0,140.0,Không,1,0,7.0,20.0,3,16.0794359,108.1672056, Phạm Đình Hổ,Hòa Minh,liên chiểu,6,8.74577210403151,5.233726229520666,4.521119307563326
13.0,7.0,Không,1,1,6.0,13.0,4,16.0656447,108.2017156, Điện Biên Phủ,Chính Gián,thanh khê,7,4.904825881595817,1.25131956440354,0.9380805306906459
9.5,14.0,Không,1,0,5.8,43.0,1,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,1,2.50293418993956,3.829086990259891,4.588877644417808
20.0,59.0,Không,1,1,5.5,11.0,3,16.0698397,108.2115701, Lê Duẩn,Tân Chính,thanh khê,7,3.88841536044275,1.1258653402444132,1.690805522306393
24.5,125.0,Không,1,1,5.0,22.0,6,16.0690377,108.2154839, Chi Lăng,Hải Châu II,hải châu,4,3.4614463587162567,1.115605185666422,1.8953071270614588
6.5,76.0,Không,1,0,4.5,17.0,2,16.0638721,108.2329652, Nguyễn Văn Siêu,An Hải Tây,sơn trà,3,1.5644898846300943,2.328643014830048,3.324722256475166
17.5,100.0,Không,1,0,5.0,20.0,8,16.0698367,108.2367705, Nguyễn Xuân Khoát,An Hải Bắc,sơn trà,3,1.2765561198450799,2.914842584015846,3.9073231654723384
7.2,68.0,Không,1,0,4.5,15.3,4,16.078156,108.2150772, Lý Tự Trọng,Thanh Bình,hải châu,4,3.7717234117749943,2.0788740580823646,2.670660212424873
11.0,71.0,Không,1,0,5.0,14.0,3,16.0253941,108.2219221, Lê Thanh Nghị,Hòa Cường Nam,hải châu,4,5.15968931167554,3.948814826453508,4.080164080824873
12.0,110.0,Không,1,0,11.0,10.0,2,16.0834758,108.2142269, Thanh Thủy,Thanh Bình,hải châu,4,4.115937120556901,2.6492828482404294,3.158100301174514
9.0,100.0,Không,1,0,5.0,20.0,3,16.0755861,108.1760613, Lý Thái Tông,Thanh Khê Tây,thanh khê,7,7.739958819520965,4.194908209659657,3.4978472256451756
11.5,10.0,Không,1,0,5.0,20.0,3,16.0353736,108.2143518, Huỳnh Tấn Phát,Hòa Cường Nam,hải châu,4,4.82571608044144,2.703751123259102,2.721549913201162
42.0,190.0,Không,1,0,10.0,19.0,1,16.065324,108.2444852, Hà Chương,Phước Mỹ,sơn trà,3,0.331283403570451,3.569634671150184,4.563823306552752
8.3,65.0,Không,1,0,4.5,14.5,5,16.0873004,108.2193575, Cao Xuân Dục,Thuận Phước,hải châu,4,3.9048488252834868,3.1675069340093143,3.7777994189129114
20.0,59.0,Không,1,0,5.4,11.0,3,16.0698397,108.2115701, Lê Duẩn,Tân Chính,thanh khê,7,3.88841536044275,1.1258653402444132,1.690805522306393
5.95,86.0,Không,1,0,5.0,15.0,3,16.0649797,108.198504, Bế Văn Đàn,Chính Gián,thanh khê,7,5.247773043648762,1.5237805374226177,0.9675237196321949
9.8,50.0,Không,1,0,4.0,12.5,3,16.0606335,108.2093442, Phan Thanh,Thạc Gián,thanh khê,7,4.114958404858942,0.26814643826184276,0.8084728356482012
20.0,126.0,Không,1,0,5.45,24.0,3,16.0693719,108.2204069, Phan Châu Trinh,Hải Châu I,hải châu,4,2.946169589185153,1.4259204951605025,2.326539964933259
5.6,70.0,Không,1,0,5.0,14.0,3,16.0327697,108.2155964, Huy Cận,Hòa Cường Nam,hải châu,4,4.931994610337267,3.0062339205199984,3.038708960872851
17.0,100.0,Không,1,0,7.0,15.0,2,16.0517207,108.2401221, Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1,1.6599054092668464,3.171826157774691,4.053959031899559
13.0,146.0,Không,1,0,8.8,18.0,3,16.0382374,108.2163652, Nguyễn Cư Trinh,Hòa Cường Bắc,hải châu,4,4.453462990329684,2.424520622569639,2.561341068212001
7.5,80.0,Không,1,0,5.0,16.0,3,16.0383613,108.2175473, Nguyễn Đổng Chi,Hòa Cường Bắc,hải châu,4,4.350225911820616,2.4407664800915794,2.6248707933712474
16.5,80.0,Không,1,0,5.0,16.0,3,16.0486433,108.2485294, An Thượng 1,Mỹ An,ngũ hành sơn,1,1.8009277618289568,4.131352317892098,4.998604841736438
30.0,50.0,Không,1,1,10.0,25.0,4,16.0769651,108.2077401, Nguyễn Tất Thành,Tam Thuận,thanh khê,7,4.4640479014140535,1.9593214614625285,2.25171715293669
29.0,86.85547250981791,Không,1,0,9.5,24.0,3,16.068177,108.2392192, Dương Đình Nghệ,An Hải Bắc,sơn trà,3,0.9626007776598884,3.0974688974354536,4.095001816980483
6.4,90.0,Không,1,0,5.0,18.0,1,16.030072,108.2112972, Nguyễn Phong Sắc,Khuê Trung,cẩm lệ,2,5.467510656087649,3.27503015447001,3.142698725408692
38.0,30.0,Không,1,0,10.0,23.0,5,16.0245072,108.2091787, Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,2,6.068675813813078,3.89953512871535,3.686178641284242
25.0,310.0,Không,1,0,10.0,23.0,2,16.0658351,108.1905312, Điện Biên Phủ,Hòa Khê,thanh khê,7,6.101734271305003,2.3597516501080484,1.610960434371195
12.9,140.0,Không,1,0,4.5,30.0,2,16.0810631,108.217488, Lương Ngọc Quyến,Thanh Bình,hải châu,4,3.680746407541048,2.4490498089336112,3.078691608961818
13.5,65.0,Không,1,0,7.1,10.0,3,16.0784291,108.2194114, Lê Lợi,Thạch Thang,hải châu,4,3.3627667252479254,2.236583708847542,2.953000530041072
7.3,60.0,Không,1,0,5.0,12.0,3,16.0834758,108.2142269, Thanh Thủy,Thanh Bình,hải châu,4,4.115937120556901,2.6492828482404294,3.158100301174514
13.5,180.0,Không,1,0,6.0,30.0,4,16.0334743,108.2218767, Tiên Sơn 10,Hòa Cường Nam,hải châu,4,4.4308393785108064,3.0983649421827852,3.3360939696302885
6.1,80.0,Không,1,0,5.0,18.0,2,16.0411852,108.2413304, Hoài Thanh,Mỹ An,ngũ hành sơn,1,2.7062495765899257,3.7782287230641276,4.501791899945291
16.5,171.0,Không,1,0,8.1,19.0,1,16.0600634,108.2135488, Nguyễn Hoàng,Bình Hiên,hải châu,4,3.677019358396333,0.20875683873552733,1.206391277618806
3.95,56.0,Không,1,0,4.0,14.0,2,16.0883921,108.2162174, Huỳnh Lý,Thuận Phước,hải châu,4,4.242781813595658,3.2163182600915436,3.742119153958609
29.0,4.0,Không,1,0,7.7,24.5,6,16.0434474,108.2173735, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,4,4.007019681962558,1.8966254679872494,2.19065966190869
27.0,395.0,Không,1,0,20.0,20.0,3,16.0142523,108.2074841, Hoàng Xuân Hãn,Khuê Trung,cẩm lệ,2,7.0556218644413455,5.045070520910605,4.78236117225
6.5,160.0,Không,1,0,8.0,20.0,3,16.065653,108.1454414, Khánh An 2,Hòa Khánh Nam,liên chiểu,6,10.925756184055114,7.114410517501888,6.1938072778520725
15.0,19.0,Không,1,0,10.0,19.2,2,16.0314422,108.2376829, Chương Dương,Khuê Mỹ,ngũ hành sơn,1,3.84894212866729,4.185679980325732,4.709275390834101
15.0,5.0,Không,1,0,14.3,18.0,2,16.0172054,108.2084021, Phan Văn Trị,Khuê Trung,cẩm lệ,2,6.737453259158979,4.711399097584559,4.470048515679327
8.0,78.0,Không,1,0,4.5,17.5,3,16.038086,108.2159511, Ngô Tất Tố,Hòa Cường Bắc,hải châu,4,4.497792035362378,2.4321191789611536,2.5501306093843557
5.4,76.0,Không,1,0,4.0,17.0,3,16.0315643,108.2287936, Nguyễn Thành Ý,Hòa Cường Nam,hải châu,4,4.198550669705128,3.610948245659809,3.9844832750914367
16.0,150.0,Không,1,0,5.0,30.0,2,16.0316233,108.2127336, Xô Viết Nghệ Tĩnh,Khuê Trung,cẩm lệ,2,5.237488684143685,3.1053564921430876,3.030227854884885
6.5,110.0,Không,1,0,5.0,22.0,3,16.0664386,108.1810166, Mẹ Nhu,Thanh Khê Tây,thanh khê,7,7.120946963979735,3.3615215359053967,2.531242565670903
6.1,75.0,Không,1,0,5.0,15.0,3,16.0649797,108.198504, Bế Văn Đàn,Chính Gián,thanh khê,7,5.247773043648762,1.5237805374226177,0.9675237196321949
11.0,11.0,Không,1,0,5.0,22.5,5,16.0404694,108.2209616, Hàn Thuyên,Hòa Cường Bắc,hải châu,4,3.923874706317377,2.3467167350895424,2.6959151556381533
