Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,District_Mapped,distance_to_beach,distance_to_center,distance_to_airport,Prices_normalized,prices_capped,log_prices,Area_capped,log_Area,floors_capped,width_capped,log_width,length_capped,log_length
10.0,100.0,Không,1,1,5.0,20.0,4,16.031138,108.2265492, Nguyễn Xuân Nhĩ,Hòa Cường Nam,hải châu,4,4.35886489213806,3.5370342484187405,3.8549712722077936,0.028662420382165606,10.0,2.302585092994046,100.0,4.605170185988092,4,5.0,1.6094379124341003,20.0,2.995732273553991
10.0,130.0,Không,1,1,6.0,23.0,3,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,4,3.7946500027329617,1.727962675696051,2.122527554680222,0.028662420382165606,10.0,2.302585092994046,130.0,4.867534450455582,3,6.0,1.791759469228055,23.0,3.1354942159291497
10.0,90.0,Không,1,1,6.0,15.0,4,16.0327176,108.2293459, Nguyễn Lộ Trạch,Hòa Cường Nam,hải châu,4,4.058209094802376,3.532976894134707,3.937227333857682,0.028662420382165606,10.0,2.302585092994046,90.0,4.499809670330265,4,6.0,1.791759469228055,15.0,2.70805020110221
10.0,90.0,Không,1,1,5.0,18.0,3,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,4,3.7946500027329617,1.727962675696051,2.122527554680222,0.028662420382165606,10.0,2.302585092994046,90.0,4.499809670330265,3,5.0,1.6094379124341003,18.0,2.8903717578961645
10.0,100.0,Không,1,1,5.0,20.0,3,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,4,3.7946500027329617,1.727962675696051,2.122527554680222,0.028662420382165606,10.0,2.302585092994046,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
10.0,70.0,Không,1,1,5.0,14.0,3,16.0371262,108.2200424, Phan Đăng Lưu,Hòa Cường Bắc,hải châu,4,4.254723039314091,2.651264384997385,2.898395189762467,0.028662420382165606,10.0,2.302585092994046,70.0,4.248495242049359,3,5.0,1.6094379124341003,14.0,2.6390573296152584
3.45,90.0,Không,0,1,4.5,20.0,3,16.050285,108.2185243, Hoàng Diệu,Hòa Thuận Đông,hải châu,4,3.5010762300387053,1.2727869205658653,1.86233225615682,0.007802547770700638,3.45,1.2383742310432684,90.0,4.499809670330265,3,4.5,1.5040773967762742,20.0,2.995732273553991
5.0,60.0,Không,1,1,5.0,12.0,4,16.0528036,108.2047982, Thi Sách,Hòa Thuận Tây,hải châu,4,4.765946717918559,1.0549266806413662,0.5391164957973746,0.012738853503184714,5.0,1.6094379124341003,60.0,4.0943445622221,4,5.0,1.6094379124341003,12.0,2.4849066497880004
3.0,85.0,Không,0,1,8.0,10.0,2,16.0508258,108.2163405, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.6842502912822095,1.099877704944547,1.6252820227505091,0.006369426751592357,3.0,1.0986122886681098,85.0,4.442651256490317,2,8.0,2.0794415416798357,10.0,2.302585092994046
3.15,65.0,Không,0,1,3.5,18.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378,0.006847133757961783,3.15,1.1474024528375417,65.0,4.174387269895637,2,3.5,1.252762968495368,18.0,2.8903717578961645
3.4,85.0,Không,1,1,5.0,17.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378,0.007643312101910828,3.4,1.2237754316221157,85.0,4.442651256490317,2,5.0,1.6094379124341003,17.0,2.833213344056216
3.7,45.0,Không,0,1,3.5,13.0,2,16.0604416,108.2143597, Nguyễn Văn Linh,Nam Dương,hải châu,4,3.585205517567424,0.3032417888365714,1.3011967447707928,0.008598726114649681,3.7,1.308332819650179,45.0,3.8066624897703196,2,3.5,1.252762968495368,13.0,2.5649493574615367
3.5,7.0,Không,0,1,4.0,18.0,2,16.0572971,108.2189031, Phan Châu Trinh,Bình Thuận,hải châu,4,3.178206343347473,0.8200167881529893,1.7375190636934414,0.007961783439490446,3.5,1.252762968495368,7.0,1.9459101490553132,2,4.0,1.3862943611198906,18.0,2.8903717578961645
2.9,70.0,Không,1,1,8.0,8.75,1,16.0595032,108.2194331, Phan Châu Trinh,Phước Ninh,hải châu,4,3.066888792395223,0.83389697303422,1.811941099415868,0.006050955414012738,2.9,1.0647107369924282,70.0,4.248495242049359,1,8.0,2.0794415416798357,8.75,2.169053700369523
3.0,70.0,Không,0,1,6.0,11.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378,0.006369426751592357,3.0,1.0986122886681098,70.0,4.248495242049359,2,6.0,1.791759469228055,11.0,2.3978952727983707
3.0,60.0,Không,0,1,5.0,12.0,3,16.0604416,108.2143597, Nguyễn Văn Linh,Nam Dương,hải châu,4,3.585205517567424,0.3032417888365714,1.3011967447707928,0.006369426751592357,3.0,1.0986122886681098,60.0,4.0943445622221,3,5.0,1.6094379124341003,12.0,2.4849066497880004
3.6,88.0,Không,1,1,5.0,17.0,2,16.0537399,108.2145067, Lê Đình Lý,Hòa Thuận Đông,hải châu,4,3.744699722914002,0.7238769705305493,1.324223103855504,0.008280254777070064,3.6,1.2809338454620642,88.0,4.477336814478207,2,5.0,1.6094379124341003,17.0,2.833213344056216
3.5,86.0,Không,1,1,5.0,17.2,2,16.0600634,108.2135488, Nguyễn Hoàng,Bình Hiên,hải châu,4,3.677019358396333,0.2087568387355273,1.206391277618806,0.007961783439490446,3.5,1.252762968495368,86.0,4.454347296253507,2,5.0,1.6094379124341003,17.2,2.8449093838194073
3.0,85.0,Không,0,1,9.0,10.0,2,16.0508258,108.2163405, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.6842502912822095,1.099877704944547,1.6252820227505091,0.006369426751592357,3.0,1.0986122886681098,85.0,4.442651256490317,2,9.0,2.1972245773362196,10.0,2.302585092994046
3.0,60.0,Không,0,1,3.0,20.0,2,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,4,3.7946500027329617,1.727962675696051,2.122527554680222,0.006369426751592357,3.0,1.0986122886681098,60.0,4.0943445622221,2,3.0,1.0986122886681098,20.0,2.995732273553991
3.25,83.0,Không,0,1,8.0,11.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378,0.007165605095541401,3.25,1.1786549963416462,83.0,4.418840607796598,2,8.0,2.0794415416798357,11.0,2.3978952727983707
2.7,55.0,Không,0,1,5.6,10.0,2,16.0632111,108.2179882, Hoàng Diệu,Phước Ninh,hải châu,4,3.168425935671478,0.7842692217605973,1.7686483115905058,0.005414012738853504,2.7,0.9932517730102834,55.0,4.007333185232471,2,5.6,1.7227665977411035,10.0,2.302585092994046
3.45,60.0,Không,0,1,5.0,12.0,2,16.0397362,108.219754, Núi Thành,Hòa Cường Bắc,hải châu,4,4.07355919466838,2.37008851645957,2.661952843685695,0.007802547770700638,3.45,1.2383742310432684,60.0,4.0943445622221,2,5.0,1.6094379124341003,12.0,2.4849066497880004
3.2,60.0,Không,1,1,3.0,20.0,2,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,4,3.7946500027329617,1.727962675696051,2.122527554680222,0.0070063694267515925,3.2,1.1631508098056809,60.0,4.0943445622221,2,3.0,1.0986122886681098,20.0,2.995732273553991
3.3,100.0,Không,0,1,5.0,20.0,1,16.0455449,108.2088093, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4,4.665431996031684,1.5917272805390188,1.4493582064363928,0.007324840764331209,3.3,1.1939224684724346,100.0,4.605170185988092,1,5.0,1.6094379124341003,20.0,2.995732273553991
2.85,60.0,Không,0,1,4.0,15.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378,0.00589171974522293,2.85,1.0473189942805592,60.0,4.0943445622221,2,4.0,1.3862943611198906,15.0,2.70805020110221
2.5,50.0,Không,0,1,5.0,10.0,2,16.0606335,108.2093442, Phan Thanh,Thạc Gián,thanh khê,7,4.114958404858942,0.2681464382618427,0.8084728356482012,0.004777070063694267,2.5,0.9162907318741551,50.0,3.912023005428146,2,5.0,1.6094379124341003,10.0,2.302585092994046
3.5,70.0,Không,0,1,5.0,14.0,3,16.050285,108.2185243, Hoàng Diệu,Hòa Thuận Đông,hải châu,4,3.5010762300387053,1.2727869205658653,1.86233225615682,0.007961783439490446,3.5,1.252762968495368,70.0,4.248495242049359,3,5.0,1.6094379124341003,14.0,2.6390573296152584
3.0,80.0,Không,0,1,6.0,13.0,2,16.0508258,108.2163405, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.6842502912822095,1.099877704944547,1.6252820227505091,0.006369426751592357,3.0,1.0986122886681098,80.0,4.382026634673881,2,6.0,1.791759469228055,13.0,2.5649493574615367
3.45,80.0,Không,0,1,5.0,16.0,2,16.0595819,108.2182244, Huỳnh Thúc Kháng,Nam Dương,hải châu,4,3.192238818625232,0.704429841397975,1.685299288306813,0.007802547770700638,3.45,1.2383742310432684,80.0,4.382026634673881,2,5.0,1.6094379124341003,16.0,2.772588722239781
3.8,60.0,Không,1,1,5.0,12.0,1,16.0347469,108.2175372, Hưng Hoá 5,Hòa Cường Nam,hải châu,4,4.630323705065907,2.828749880880248,2.9522302348928275,0.008917197452229299,3.8,1.33500106673234,60.0,4.0943445622221,1,5.0,1.6094379124341003,12.0,2.4849066497880004
4.65,70.0,Không,0,1,3.5,20.0,3,16.0333361,108.2230855, Núi Thành,Hòa Cường Nam,hải châu,4,4.364052573215766,3.1605107341748,3.42909718378436,0.011624203821656052,4.65,1.536867219599265,70.0,4.248495242049359,3,3.5,1.252762968495368,20.0,2.995732273553991
2.65,65.0,Đông Nam,0,1,4.5,14.444444444444445,2,16.0607322,108.1681835, Ngô Chân Lưu,Hòa Minh,liên chiểu,6,8.504595487035443,4.651620853063853,3.710107840105686,0.005254777070063694,2.65,0.9745596399981308,65.0,4.174387269895637,2,4.5,1.5040773967762742,14.444444444444445,2.670309873119363
2.9,86.0,Không,0,1,4.0,22.0,2,16.0528357,108.1695901, Nguyễn Huy Tưởng,Hòa Minh,liên chiểu,6,8.44777876008972,4.5627380433541616,3.572283380891789,0.006050955414012738,2.9,1.0647107369924282,86.0,4.454347296253507,2,4.0,1.3862943611198906,22.0,3.091042453358316
3.3,50.0,Không,0,0,6.0,10.0,3,16.071199,108.1942499, Trần Cao Vân,Xuân Hà,thanh khê,7,5.745435558074659,2.256507318189041,1.7901503075441918,0.007324840764331209,3.3,1.1939224684724346,50.0,3.912023005428146,3,6.0,1.791759469228055,10.0,2.302585092994046
5.15,70.0,Không,1,1,4.0,18.0,2,16.0318761,108.2319729, Lưu Trọng Lư,Hòa Cường Nam,hải châu,4,4.015556383012242,3.766985072476909,4.2070942314933175,0.01321656050955414,5.15,1.6389967146756448,70.0,4.248495242049359,2,4.0,1.3862943611198906,18.0,2.8903717578961645
4.9,45.0,Không,1,0,7.5,6.0,2,16.0748573,108.2106611, Đinh Tiên Hoàng,Tam Thuận,thanh khê,7,4.09807436098415,1.684355024248506,2.13127179602642,0.012420382165605096,4.9,1.589235205116581,45.0,3.8066624897703196,2,7.5,2.0149030205422647,6.0,1.791759469228055
11.2,105.0,Không,1,0,6.5,16.0,3,16.071199,108.1942499, Trần Cao Vân,Xuân Hà,thanh khê,7,5.745435558074659,2.256507318189041,1.7901503075441918,0.03248407643312102,11.2,2.4159137783010487,105.0,4.653960350157523,3,6.5,1.8718021769015913,16.0,2.772588722239781
5.2,30.0,Không,1,0,4.0,8.0,3,16.0592016,108.2131098, Nguyễn Hoàng,Nam Dương,hải châu,4,3.738380284016263,0.165277947915421,1.138950979221888,0.01337579617834395,5.2,1.6486586255873816,30.0,3.4011973816621555,3,4.0,1.3862943611198906,8.0,2.0794415416798357
10.0,157.0,Không,1,0,5.5,29.0,1,16.068177,108.2392192, Dương Đình Nghệ,An Hải Bắc,sơn trà,3,0.9626007776598884,3.0974688974354536,4.095001816980483,0.028662420382165606,10.0,2.302585092994046,157.0,5.056245805348308,1,5.5,1.7047480922384253,29.0,3.367295829986474
2.95,70.0,Không,1,0,5.0,14.0,1,16.0213078,108.2115639, Trương Quang Giao,Khuê Trung,cẩm lệ,2,6.171528804000226,4.244668049210876,4.086230578096328,0.006210191082802548,2.95,1.0818051703517284,70.0,4.248495242049359,1,5.0,1.6094379124341003,14.0,2.6390573296152584
3.5,6.0,Không,0,1,5.0,12.5,3,16.0658589,108.2010178, 142  Điện Biên Phủ,Chính Gián,thanh khê,7,4.979930709742107,1.3273677504342547,0.9723773652252988,0.007961783439490446,3.5,1.252762968495368,6.0,1.791759469228055,3,5.0,1.6094379124341003,12.5,2.5257286443082556
3.6,90.0,Không,0,1,5.0,18.0,2,16.0613126,108.1905719, 300 Hà Huy Tập,Hòa Khê,thanh khê,7,6.109392732361489,2.2618638249502485,1.3710939417820018,0.008280254777070064,3.6,1.2809338454620642,90.0,4.499809670330265,2,5.0,1.6094379124341003,18.0,2.8903717578961645
5.8,70.0,Không,1,1,4.0,17.0,1,16.0676835,108.1819821, 01 Dũng Sĩ Thanh Khê,Thanh Khê Tây,thanh khê,7,7.022361831809076,3.295275562463478,2.4978646989075264,0.015286624203821656,5.8,1.7578579175523736,70.0,4.248495242049359,1,4.0,1.3862943611198906,17.0,2.833213344056216
7.5,90.0,Không,1,1,5.0,175.0,3,16.0586433,108.2109396, 3 Trần Tống,Thạc Gián,thanh khê,7,3.977746919668889,0.1358155459052938,0.8993190603318368,0.020700636942675158,7.5,2.0149030205422647,90.0,4.499809670330265,3,5.0,1.6094379124341003,96.85790292073943,5.1647859739235145
18.0,190.0,Không,1,1,15.0,16.0,2,16.0929062,108.2484832, 01 Võ Duy Ninh,Thọ Quang,sơn trà,3,3.101851419860263,5.3914983589475565,6.295157134681375,0.054140127388535034,18.0,2.8903717578961645,190.0,5.247024072160486,2,15.0,2.70805020110221,16.0,2.772588722239781
25.0,315.0,Không,1,1,7.0,45.0,4,16.059592,108.1752817, Tôn Đức Thắng,Hòa Minh,liên chiểu,6,7.754842579758688,3.89061976293456,2.9419032130342884,0.07643312101910828,25.0,3.2188758248682006,276.2692297258002,5.752572638825633,4,7.0,1.9459101490553132,45.0,3.8066624897703196
5.2,75.0,Không,1,1,5.5,15.0,3,16.0805678,108.1589765, Hoà Minh 15,Hòa Minh,liên chiểu,6,9.634316316936028,6.09125443800974,5.341228009145581,0.01337579617834395,5.2,1.6486586255873816,75.0,4.31748811353631,3,5.5,1.7047480922384253,15.0,2.70805020110221
5.9,76.0,Đông,1,1,4.0,19.0,3,16.0413461,108.2199189, Nguyễn Thành Ý,Hòa Cường Bắc,hải châu,4,3.9407020513338207,2.2122875867417986,2.5481958931759063,0.015605095541401276,5.9,1.7749523509116738,76.0,4.330733340286331,3,4.0,1.3862943611198906,19.0,2.9444389791664403
7.9,50.0,Nam,1,1,5.0,19.0,3,16.070034,108.1881192, Kỳ Đồng,Xuân Hà,thanh khê,7,6.384280074128596,2.76607576088617,2.1057168217212467,0.021974522292993633,7.9,2.066862759472976,50.0,3.912023005428146,3,5.0,1.6094379124341003,19.0,2.9444389791664403
17.5,125.0,Không,1,1,5.0,25.0,5,16.0787562,108.1711866, Nguyễn Tất Thành,Hòa Khê,thanh khê,7,8.313269510282916,4.816585410488216,4.126198418663483,0.052547770700636945,17.5,2.8622008809294686,125.0,4.8283137373023015,5,5.0,1.6094379124341003,25.0,3.2188758248682006
3.5,40.0,Không,1,1,7.5,6.0,3,16.0550085,108.1845513, Nguyễn Phước Nguyên,An Khê,thanh khê,7,6.82898435422885,2.944230597155801,1.9536412266262269,0.007961783439490446,3.5,1.252762968495368,40.0,3.6888794541139363,3,7.5,2.0149030205422647,6.0,1.791759469228055
5.7,9.0,Không,1,0,5.0,18.5,3,16.0704092,108.1702857, Bàu Năng 1,Hòa Minh,liên chiểu,6,8.289531022285525,4.581996324191136,3.759617852057766,0.014968152866242038,5.7,1.7404661748405046,9.0,2.1972245773362196,3,5.0,1.6094379124341003,18.5,2.917770732084279
2.05,45.0,Không,0,0,4.0,12.0,1,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,7,4.979930709742107,1.3273677504342547,0.9723773652252988,0.0033439490445859865,2.05,0.7178397931503168,45.0,3.8066624897703196,1,4.0,1.3862943611198906,12.0,2.4849066497880004
3.25,70.0,Không,0,0,5.0,14.0,2,16.071571,108.2093029, Hải Phòng,Chính Gián,thanh khê,7,4.158460823571589,1.3409808363383553,1.7399107862228058,0.007165605095541401,3.25,1.1786549963416462,70.0,4.248495242049359,2,5.0,1.6094379124341003,14.0,2.6390573296152584
2.2,50.0,Không,0,0,5.0,10.0,2,16.0508258,108.2163405, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.6842502912822095,1.099877704944547,1.6252820227505091,0.0038216560509554145,2.2,0.7884573603642703,50.0,3.912023005428146,2,5.0,1.6094379124341003,10.0,2.302585092994046
3.0,55.0,Không,0,0,7.5,8.0,2,16.0659138,108.20244, Lê Độ,Chính Gián,thanh khê,7,4.827930429819017,1.2030995322567426,0.9626396920034024,0.006369426751592357,3.0,1.0986122886681098,55.0,4.007333185232471,2,7.5,2.0149030205422647,8.0,2.0794415416798357
2.5,40.0,Không,0,1,4.0,10.0,2,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,7,6.109392732361489,2.2618638249502485,1.3710939417820018,0.004777070063694267,2.5,0.9162907318741551,40.0,3.6888794541139363,2,4.0,1.3862943611198906,10.0,2.302585092994046
2.3,70.0,Không,0,0,10.0,7.0,2,16.0690991,108.1765516, Nguyễn Văn Huề,Thanh Khê Tây,thanh khê,7,7.610851489801557,3.8970518805646974,3.08808633431457,0.004140127388535031,2.3,0.8329091229351039,70.0,4.248495242049359,2,10.0,2.302585092994046,7.0,1.9459101490553132
2.89,50.0,Không,0,0,3.5,14.0,2,16.0748573,108.2106611, Đinh Tiên Hoàng,Thanh Bình,hải châu,4,4.09807436098415,1.684355024248506,2.13127179602642,0.006019108280254777,2.89,1.0612565021243408,50.0,3.912023005428146,2,3.5,1.252762968495368,14.0,2.6390573296152584
3.89,156.0,Không,0,1,4.0,24.0,2,16.0597301,108.2380867, Lê Hữu Trác,An Hải Đông,sơn trà,3,1.1623612636964813,2.8296940641110613,3.800378224485008,0.009203821656050956,3.89,1.358409157630355,156.0,5.049856007249537,2,4.0,1.3862943611198906,24.0,3.1780538303479458
4.4,118.0,Không,0,1,7.0,9.0,4,16.0397362,108.219754, Núi Thành,Hòa Cường Bắc,hải châu,4,4.07355919466838,2.37008851645957,2.661952843685695,0.010828025477707007,4.4,1.4816045409242156,118.0,4.770684624465665,4,7.0,1.9459101490553132,9.0,2.1972245773362196
2.15,35.0,Không,0,0,3.2,11.0,1,16.0685192,108.2025325, Hải Phòng,Tam Thuận,thanh khê,7,4.833384548582905,1.381971954966235,1.2507303124951104,0.0036624203821656047,2.15,0.7654678421395714,35.0,3.5553480614894135,1,3.2,1.1631508098056809,11.0,2.3978952727983707
3.2,56.0,Không,0,0,4.6,12.0,2,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,7,5.816508032438447,2.148548751079927,1.5167105211395546,0.0070063694267515925,3.2,1.1631508098056809,56.0,4.02535169073515,2,4.6,1.5260563034950492,12.0,2.4849066497880004
3.5,7.0,Không,0,0,4.5,16.0,3,16.050285,108.2185243, Hoàng Diệu,Hòa Thuận Đông,hải châu,4,3.5010762300387053,1.2727869205658653,1.86233225615682,0.007961783439490446,3.5,1.252762968495368,7.0,1.9459101490553132,3,4.5,1.5040773967762742,16.0,2.772588722239781
4.8,6.0,Không,0,1,5.0,12.4,3,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,7,6.109392732361489,2.2618638249502485,1.3710939417820018,0.012101910828025477,4.8,1.5686159179138452,6.0,1.791759469228055,3,5.0,1.6094379124341003,12.4,2.517696472610991
5.3,50.0,Không,0,1,5.0,10.0,2,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,7,4.446100836465397,1.7687584978483872,2.042094465794425,0.013694267515923566,5.3,1.667706820558076,50.0,3.912023005428146,2,5.0,1.6094379124341003,10.0,2.302585092994046
3.8,75.0,Không,0,1,6.0,12.5,2,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,7,6.109392732361489,2.2618638249502485,1.3710939417820018,0.008917197452229299,3.8,1.33500106673234,75.0,4.31748811353631,2,6.0,1.791759469228055,12.5,2.5257286443082556
2.25,55.0,Không,0,0,5.0,11.0,2,16.0663485,108.1828056, Bàu Trảng 7,Thanh Khê Tây,thanh khê,7,6.929344258347163,3.17286457815436,2.3530257656394604,0.003980891719745223,2.25,0.8109302162163288,55.0,4.007333185232471,2,5.0,1.6094379124341003,11.0,2.3978952727983707
2.95,66.0,Không,0,0,4.4,15.0,2,16.0640847,108.2154849, Ông Ích Khiêm,Hải Châu II,hải châu,4,3.4319769943146574,0.638925810548818,1.568148765452585,0.006210191082802548,2.95,1.0818051703517284,66.0,4.189654742026425,2,4.4,1.4816045409242156,15.0,2.70805020110221
22.0,330.0,Không,1,1,8.0,41.25,3,16.059592,108.1752817, Tôn Đức Thắng,Hòa Minh,liên chiểu,6,7.754842579758688,3.89061976293456,2.9419032130342884,0.06687898089171974,22.0,3.091042453358316,276.2692297258002,5.799092654460526,3,8.0,2.0794415416798357,41.25,3.71965111278069
18.3,310.0,Không,1,1,6.0,51.66666666666666,3,16.0243516,108.2508052, Lê Văn Hiến,Khuê Mỹ,ngũ hành sơn,1,4.499479726733887,5.730217054980425,6.306004469233065,0.05509554140127389,18.3,2.9069010598473755,276.2692297258002,5.736572297479192,3,6.0,1.791759469228055,51.66666666666666,3.9448128282511368
1.68,66.0,Không,0,0,8.12403840463596,8.12403840463596,2,16.0649884,108.1472612, Phạm Như Xương,Hòa Khánh Nam,liên chiểu,6,10.730735591155147,6.913918318123646,5.990392574808645,0.002165605095541401,1.68,0.5187937934151675,66.0,4.189654742026425,2,8.12403840463596,2.094827371013213,8.12403840463596,2.094827371013213
3.89,50.0,Đông Bắc,0,1,7.071067811865476,7.071067811865476,3,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,4,3.7946500027329617,1.727962675696051,2.122527554680222,0.009203821656050956,3.89,1.358409157630355,50.0,3.912023005428146,3,7.071067811865476,1.9560115027140732,7.071067811865476,1.9560115027140732
3.8,81.0,Đông Nam,0,1,9.0,9.0,2,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,7,6.109392732361489,2.2618638249502485,1.3710939417820018,0.008917197452229299,3.8,1.33500106673234,81.0,4.394449154672439,2,9.0,2.1972245773362196,9.0,2.1972245773362196
3.0,45.0,Không,0,0,6.708203932499369,6.708203932499369,3,16.0785524,108.2159741, Đống Đa,Thuận Phước,hải châu,4,3.701212010223355,2.140773490999176,2.757123206999029,0.006369426751592357,3.0,1.0986122886681098,45.0,3.8066624897703196,3,6.708203932499369,1.90333124488516,6.708203932499369,1.90333124488516
14.4,110.0,Không,1,1,5.0,22.0,3,16.0207856,108.2272606, Nguyễn Phước Lan,Hòa Xuân,cẩm lệ,2,5.341673664710747,4.615702569218547,4.814624393614543,0.042675159235668794,14.4,2.667228206581955,110.0,4.700480365792417,3,5.0,1.6094379124341003,22.0,3.091042453358316
19.0,130.0,Không,1,1,5.0,26.0,3,16.0829842,108.222509, 3/2,Thuận Phước,hải châu,4,3.34466104852696,2.830282420146071,3.5550154060462016,0.05732484076433121,19.0,2.9444389791664403,130.0,4.867534450455582,3,5.0,1.6094379124341003,26.0,3.258096538021482
4.1,90.0,Không,1,1,5.0,16.0,1,16.0891372,108.2383242, Cổ Mân 3,Mân Thái,sơn trà,3,2.858922965110851,4.334329023314012,5.199359399925827,0.009872611464968152,4.1,1.410986973710262,90.0,4.499809670330265,1,5.0,1.6094379124341003,16.0,2.772588722239781
4.35,85.0,Tây Nam,1,1,5.0,17.0,1,16.0547602,108.1898603, Trần Can,Hòa Khê,thanh khê,7,6.273753610930653,2.393074722303054,1.3969229380331412,0.010668789808917197,4.35,1.4701758451005926,85.0,4.442651256490317,1,5.0,1.6094379124341003,17.0,2.833213344056216
2.4,74.0,Đông Nam,0,1,4.0,16.0,1,16.0603604,108.1884148, Cù Chính Lan,Hòa Khê,thanh khê,7,6.347202740844192,2.4865191630200023,1.5640190494046662,0.0044585987261146496,2.4,0.8754687373538999,74.0,4.30406509320417,1,4.0,1.3862943611198906,16.0,2.772588722239781
41.0,300.0,Tây Bắc,1,1,12.0,23.0,4,16.0709446,108.1464717, Âu Cơ,Hòa Khánh Bắc,liên chiểu,6,10.835777800061962,7.083975029430302,6.201652915895666,0.12738853503184713,41.0,3.713572066704308,276.2692297258002,5.703782474656201,4,12.0,2.4849066497880004,23.0,3.1354942159291497
8.0,10.0,Bắc,1,1,5.0,20.5,2,16.0693717,108.1906959, Kỳ Đồng,Thanh Khê Đông,thanh khê,7,6.103342979831364,2.4852665714735007,1.8572273662241603,0.022292993630573247,8.0,2.0794415416798357,10.0,2.302585092994046,2,5.0,1.6094379124341003,20.5,3.0204248861443626
2.2,35.0,Không,0,0,4.0,9.0,3,16.0590007,108.2212969, Trưng Nữ Vương,Bình Hiên,hải châu,4,2.8835853412580748,1.0357537402623729,2.003376921739127,0.0038216560509554145,2.2,0.7884573603642703,35.0,3.5553480614894135,3,4.0,1.3862943611198906,9.0,2.1972245773362196
26.9,150.0,Không,1,1,4.5,33.333333333333336,7,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,1,2.50293418993956,3.829086990259891,4.588877644417808,0.08248407643312101,26.9,3.292126286607793,150.0,5.0106352940962555,7,4.5,1.5040773967762742,33.333333333333336,3.506557897319982
40.0,14.0,Không,1,1,5.65,25.0,4,16.0679602,108.2175171, Hùng Vương,Hải Châu II,hải châu,4,3.2312515821180057,1.112513799414772,1.9845936689204056,0.12420382165605096,40.0,3.6888794541139363,14.0,2.6390573296152584,4,5.65,1.7316555451583497,25.0,3.2188758248682006
28.0,53.0,Bắc,1,0,11.0,15.0,3,16.0596365,108.2423975, Mỹ Khê,Phước Mỹ,sơn trà,3,0.8011152803223085,3.2909540562956434,4.259882590320399,0.08598726114649681,28.0,3.332204510175204,53.0,3.970291913552122,3,11.0,2.3978952727983707,15.0,2.70805020110221
2.4,74.0,Tây Nam,0,1,4.0,15.3,2,16.0911135,108.2430679, Ngô Quyền,Mân Thái,sơn trà,3,2.9411937676216247,4.839028836901054,5.723332137651914,0.0044585987261146496,2.4,0.8754687373538999,74.0,4.30406509320417,2,4.0,1.3862943611198906,15.3,2.72785282839839
7.0,91.0,Đông Bắc,1,1,5.34,16.8,2,16.0567276,108.244559, Thạch Lam,Phước Mỹ,sơn trà,3,0.9582388152364848,3.53723882121221,4.48311080962013,0.01910828025477707,7.0,1.9459101490553132,91.0,4.51085950651685,2,5.34,1.6752256529721035,16.8,2.8213788864092133
6.6,80.0,Nam,1,1,5.0,16.0,2,16.0777915,108.2422077, Phước Trường 12,Phước Mỹ,sơn trà,3,1.5377778363596015,3.836573447918544,4.804631139685533,0.017834394904458598,6.6,1.8870696490323797,80.0,4.382026634673881,2,5.0,1.6094379124341003,16.0,2.772588722239781
3.9,68.0,Đông Nam,1,1,4.5,15.0,2,16.0994372,108.2485002, Nguyễn Chế Nghĩa,Thọ Quang,sơn trà,3,3.8243130943636094,5.909421153542453,6.773244741553632,0.009235668789808917,3.9,1.3609765531356006,68.0,4.219507705176107,2,4.5,1.5040773967762742,15.0,2.70805020110221
